id	Type	QL-XII-47_0.37	GDC-0941_0.37	AS-601245_1.11	dasatinib_0.37	GSK-1059615_1.11	NVP-BEZ235_0.04	crizotinib_10	PHA-665752_10	trametinib_3.33	NVP-BEZ235_0.37	BRD-K54997624_3.33	BRD-K88573743_0.12	QL-X-138_10	BRD-K54997624_10	BRD-K94012289_10	GSK-2126458_1.11	afatinib_10	ZSTK-474_3.33	neratinib_3.33	BRD-K54997624_1.11	JW-7-24-1_10	BRD-A18328003_0.37	GSK-1059615_3.33	GDC-0941_1.11	AZD-8055_0.12	PI-103_0.37	JW-7-24-1_3.33	WYE-125132_0.37	BRD-K88573743_1.11	BRD-K20696416_10	NVP-BEZ235_1.11	NVP-TAE684_10	BRD-K29395450_10	AZD-8055_10	trametinib_1.11	nilotinib_10	LDN-193189_3.33	AS-605240_10	GSK-2126458_0.37	torin-2_0.04	torin-1_10	PI-103_1.11	QL-XII-47_1.11	BRD-A18328003_0.04	JW-7-24-1_1.11	foretinib_10	sorafenib_10	PD-0325901_10	saracatinib_10	AZD-8055_0.04	GSK-1059615_10	canertinib_3.33	WYE-125132_3.33	trametinib_0.37	PD-0325901_1.11	AZD-6482_10	SU-11274_10	NVP-BEZ235_3.33	QL-X-138_1.11	BRD-U51024685_10	PI-103_3.33	torin-2_0.12	ZSTK-474_10	BRD-U61997977_10	AZD-8055_0.37	selumetinib_3.33	GDC-0941_10	BRD-A18328003_0.12	torin-2_3.33	QL-X-138_3.33	JNK-9L_10	AZD-8055_3.33	NVP-BEZ235_10	BRD-A18328003_1.11	GSK-2126458_0.12	BRD-U60236422_10	BRD-K94012289_3.33	torin-1_0.37	BRD-U60236422_1.11	GSK-2126458_3.33	AKT-inhibitor-1-2_10	dovitinib_10	PI-103_10	AZD-8330_10	buparlisib_10	WYE-125132_0.04	JNK-9L_0.37	torin-1_1.11	torin-2_0.37	BRD-K88573743_10	ZSTK-474_0.37	GSK-2126458_0.04	AZD-8055_1.11	PD-184352_10	BRD-K88573743_3.33	trametinib_10	BRD-A18328003_3.33	JNK-9L_3.33	BRD-K94012289_1.11	MK-2206_10	ZSTK-474_1.11	GSK-690693_3.33	dasatinib_10	BRD-U61997977_3.33	torin-1_0.12	JNK-9L_1.11	WYE-125132_1.11	GDC-0941_3.33	buparlisib_1.11	buparlisib_3.33	BRD-K88573743_0.37	LDN-193189_1.11	BRD-K94012289_0.37	QL-XII-47_0.12	BRD-A18328003_10	linifanib_10	NVP-TAE684_3.33	NVP-BEZ235_0.12	canertinib_10	pelitinib_3.33	torin-1_0.04	WYE-125132_10	dasatinib_3.33	WYE-125132_0.12
NFATC3	TF_Activity	0.567406136142	-2.92741242386	-1.37366233846	-3.50835576401	0.405775856471	-1.7602466774	-1.5410115172	3.13173974025	1.48967242871	-1.4722204344	0.173167516851	4.8928715058	0.885087021461	4.21139695467	-3.58875168928	-5.9035441095	3.25506128594	-2.36129741505	3.1117210191	3.47250762561	3.18139186895	2.02051515598	1.0458435287	-2.15419200077	0.244803174889	-3.13392573622	-1.60605107375	-3.76789650748	-2.28673672646	-0.695960973898	-2.03873876071	1.39779386807	-0.928230597156	-2.16753181076	1.59800076823	2.20827584784	5.3669061282	0.204766868797	-1.44927254538	-1.45327104234	-0.193071596771	-4.53743526513	2.36703846666	2.80135012434	-2.24659357711	-0.604193615166	-0.358113988707	3.41799921777	2.11710361926	-1.59183613917	1.65531543101	2.30335562873	-2.48040193299	-1.84930492433	0.774724416091	2.0815097695	1.6303072289	-2.10225651006	-0.276187844529	1.47069199382	-1.95654652596	-1.04868930998	0.0320635071973	-1.75667797962	-0.0654341717091	1.5240420901	-4.20858117813	1.06572413538	0.669760230685	-3.42067538462	-3.25908549843	-5.10168990008	-0.595121655365	-1.89612537134	-1.93053214456	-0.447011827796	-2.52181115414	-2.68359634335	1.35895301732	-1.80372241121	0.307853063412	2.01969650581	-1.83842409958	0.915139277216	-2.1684918944	0.609735834244	-2.25031024211	-2.15847531773	0.601072304913	0.320929419045	-4.46436201456	0.710283454463	-0.0447561316943	-1.07481986509	1.55983969384	0.42774014583	-0.351177545171	-1.17034773734	-2.41871424988	-0.83151234183	-3.36613329192	-2.55372140221	-1.99153866618	-0.163501103207	-2.30077244393	1.56333981089	-1.30402618589	-3.91007804122	-1.11204530271	-0.837798740239	4.28807825219	1.4269165673	-2.85977279504	1.82231771998	0.299486992333	4.08861313236	-3.43215470243	2.01333995104	-0.908120056281	1.08124169989	0.299223108294	-0.454406808537	1.22428892087	-2.98233768728
MYC	TF_Activity	-0.828921228177	-1.33682044654	2.70283975208	-0.790138233274	1.86755616453	1.75162728816	-2.17422555225	0.0889739224453	-2.43872169457	1.74863522523	-0.617592192902	3.44428374255	-2.66576231077	1.30475121001	1.49403673973	-1.78626562968	-1.22879898163	0.49128033378	-0.712669386109	-0.749625400438	2.91426511704	-1.70506063776	2.60953415147	1.12463321898	2.78091547027	0.191093288233	1.37804250913	1.58842832255	5.70591493089	-1.76822554723	0.625088052087	-2.68312312837	0.571409669769	3.4717263371	-3.17198266989	0.174424953486	-0.99885559759	-1.92707701113	1.35361887554	-1.13942619995	4.07152844885	-0.43327738742	-0.767303515576	0.328697239932	1.49269987332	-4.34279414814	2.25096010647	0.0938500500901	-4.59751826671	2.6673996237	0.851465992168	-3.52706431613	1.02371937132	-3.24177775206	-1.26588808208	-1.75663591211	-2.61238041493	0.844056138762	1.33573721255	-0.386314623995	-0.594317604743	2.23956164696	0.376323056991	-0.00472319595478	1.55244577728	-1.27652974554	-3.06915495683	-0.375125691945	1.00167384355	0.379407097717	2.10421950301	0.324188692663	-0.791593700107	0.207677542009	0.500088155021	-2.85069427129	3.00891874632	4.36686036949	-1.3685649158	1.71809365572	-1.46164325517	-4.00267213933	1.1536416217	-2.33253862352	-0.895629060818	2.94219244239	2.62272187694	4.23714272504	-0.911420358301	3.57761586268	-0.446202652383	0.755270968447	1.90508925353	-2.60400287726	3.44702359878	-2.55412925758	0.888408972514	2.46236387383	4.61425133267	0.593595095476	1.1603567799	1.25794248408	-4.74827775635	0.199564831939	2.30373590712	2.38273198138	3.09122591503	-1.08219999755	0.217329075979	-1.97683525561	3.57724407602	-2.52354953229	3.84629127853	0.0944111055382	-1.01733325649	-1.20324311645	-2.46423987697	0.952810561762	-4.44821428445	-2.70135530354	2.46226395959	1.60648393388	-3.4833925373	2.77239174139
SMAD4	TF_Activity	0.328259870743	0.324785421239	0.0459928585391	-2.97703584443	2.87260478949	4.87706147001	1.26167034715	-0.604388793052	0.467409868871	1.7811508449	3.70311944435	2.06251894394	1.74201156289	4.8590238369	-0.250921807745	0.582607662309	-2.80060972148	1.18762373081	-0.464656875883	3.27096588272	1.17935923977	3.80609993226	2.09844946055	0.531326140684	0.137740631544	0.173683698328	-0.21128226318	0.957448240436	-2.55917809986	1.64574167578	0.321942010176	-0.548240545805	0.414373142438	-0.140117761562	-2.00067272596	-1.92383397009	-0.298347097074	1.28244063522	4.28686146963	1.96274582909	-2.30382790503	0.866212693888	1.53629109129	2.21247862098	0.607854357038	-2.13916739074	-4.21973844584	-1.03185758289	-3.37140740195	1.0853359266	3.31568825141	-3.56780237366	1.218789805	-1.99706130762	-4.63742165674	4.09695647758	-2.45598677676	0.587435083166	-1.12338033279	-1.05329594594	3.47712809259	1.54381523379	1.02966409696	-3.772027431	0.996871712702	-0.610796558879	-0.58425748659	4.09738349252	0.800397028358	1.42084407285	-3.33177671163	0.0605454831432	2.19029761554	1.87399267608	2.22853287561	0.974384995445	0.749743846979	-0.466684114123	-1.9524648829	-2.75316516287	1.55006182457	-1.41746689493	0.353123175797	-2.51902504707	0.616790826805	-0.128638108185	0.91929957823	-2.4004526679	2.34030908547	-1.65612997458	0.248269641631	-0.298909267959	2.30263540463	-0.0465127411682	-2.89100481571	-1.27284628776	4.36250456933	0.15230024933	0.77120907608	-1.90737666456	-1.38091229609	0.0804324367363	-3.66232149607	-2.28236083968	3.39193274766	0.197112713464	1.92375420311	-2.81981374007	-1.52538117391	-1.77326847147	3.25082479731	-0.997890231766	1.10237761515	1.47249362576	1.16518258819	-0.0672644805579	-0.623044245671	3.41722188148	-6.59769285797	-0.788872490173	1.34775315854	-1.01981480707	-5.54841421739	2.87900602477
JUND	TF_Activity	0.0213043216635	2.16968123282	-0.985615188539	-0.673496443081	-0.179062360025	1.59091814021	-0.9166793591	-3.49553900421	-1.95237761217	1.91021302999	1.98228889239	-1.58347411174	-0.867486661783	0.715649127277	0.690429124313	3.49732760773	-3.6154847228	1.57597941195	-0.84693567743	0.772625605074	-3.11468227573	0.972390111036	0.191024129448	2.28943913716	-2.70418973342	1.30702151837	-1.6492367768	-1.86906046292	2.19763520387	0.758815880394	2.02106098883	-0.679517806966	0.661390317633	0.684431794011	-0.0256882015832	-1.33071211388	-3.47947683292	0.173014459707	2.90934511135	-1.26349153088	2.47068519509	0.596293875514	-1.3253696186	0.693862415725	0.790157585011	1.98815493252	-1.23203779272	-2.56685587234	0.106478046285	-2.04650514815	-1.04505067029	1.78127520167	2.52713332927	-0.994278400321	-1.53054615313	-0.858178337509	-2.12320834143	1.52053494624	0.294824193939	-0.0784877133902	2.53630121712	0.367368149339	2.08663869792	1.33338194527	-2.37422908479	-0.979560233189	2.88424546616	-0.809008068087	0.125528352745	-1.45403466596	-0.670182381713	0.334280831306	0.98484094476	1.05222391594	1.96462140536	-1.4994727634	1.26631275666	0.137401601723	0.28374635606	2.22106036124	0.31845548892	-0.420638179001	1.67866658308	-0.497909639067	1.86127424204	-0.214037053655	-2.72379194667	0.591432235686	0.57192366592	-1.85220526957	3.11499075347	3.35003933354	-2.59200516302	-0.378383841975	-0.0518896491446	-0.397031876055	1.46972042532	0.0966499276696	1.33977745436	-0.400431670861	1.79771658505	-0.303934447474	-0.218586569857	-2.19975531388	-0.302611752038	-2.49939963031	1.27760915133	1.9979799963	3.85912513224	2.11471987782	-1.50855984874	-1.91313586701	1.41507674959	-0.675561210382	2.34333853618	-1.50915189536	2.10062158948	1.5190285367	-1.09472183266	-2.1513540578	-0.510273907755	-0.0764994605316	0.337034220723	1.90678065491
SMAD2	TF_Activity	0.920513788657	-0.312644529485	3.80816746688	-3.20283261172	4.34343197653	2.04188774539	0.146467953474	2.49945149711	1.50540797151	1.36148910226	2.70607649535	3.65770827471	0.109018299732	5.14586507614	-1.91446244726	-0.814100571486	-1.52194840077	-0.744002665693	3.92522617802	3.92385314437	0.252192032066	1.63411495586	-0.815924080182	-0.80877728696	0.394918612909	-4.02779068119	-1.12394571775	-1.25741241624	-3.69176245606	-0.746366326988	-0.98396084198	-0.386624048005	-0.714871403761	-0.595939161603	-0.820681235126	0.162473591183	0.890157804592	4.01835852083	3.32711247516	0.798251037007	-2.44114059569	-2.03635969489	2.43037527951	1.86870696651	0.938097111369	-5.39888613511	-1.4593585118	-0.672156928577	-2.05955761135	0.634830352265	2.06234980211	-1.59090951692	0.14985462982	-1.49959730244	-2.72898934304	5.25191484044	-1.11117112184	-2.75368608995	-3.84169484746	-2.79010896178	0.958121625806	2.98684540612	1.34868235724	-4.62427092546	-0.43718110663	1.35311010677	-1.66330842654	4.05813754439	0.13393031744	-0.648488526099	-2.94489496755	-1.78311607486	3.35984971474	-1.77946291853	0.41375294348	-0.304327850198	-1.85575698874	-0.678261126195	-1.49016412795	-2.45847457974	1.58845743889	-1.08812411466	-3.02445275969	-3.77642872315	0.814266709331	-1.73786047316	2.21007667236	-3.73182984478	1.01146385638	-1.46951734739	-1.33614779501	-0.887153674793	1.46595646905	2.5111142105	-3.65643211998	-0.108953315287	1.45936891345	0.596091377712	-0.402753958394	-0.541443997277	-1.46204653666	1.85709530528	-5.09379906457	-1.46915697491	0.482812174354	0.251584025369	-0.709787746936	-3.85208507546	-4.02082789896	-1.43480606576	2.94102196324	-1.19500147761	-0.104629909839	3.67834372004	0.0475515458626	2.14324942745	-1.56581420999	3.23883269812	-4.94391085328	-0.195889041005	0.974197719284	0.719492895577	-5.23152525236	1.13987075832
SMAD3	TF_Activity	-2.68054090869	2.23405690481	-0.972654021745	-1.68852092388	-0.241825074015	3.68259530734	1.69148588214	-2.7181970952	-1.1915267873	1.13608992307	0.897766934448	-0.442388746604	1.39607775912	3.25339719574	0.405816717101	0.551897818911	-4.34487684804	1.69008385218	-3.58312670062	1.53753623878	-0.662545587701	3.42915516152	3.50544323158	2.55024691071	2.49548464683	0.711664003714	1.39835456623	-0.712229720732	-2.76692730825	0.928216911379	0.248002751878	-2.07528893545	2.43438271145	-0.889232069291	-1.5509133767	-4.20803711215	-2.12355480205	-0.554758715532	0.44801862963	1.83923662275	-2.26972346626	1.96501821594	-1.84219337871	3.13176480107	2.41964065507	1.40780507406	-1.97670672389	-3.21595032927	-1.03945897575	1.1280012088	2.49387078972	-2.05482230883	0.663082376695	-1.05496908014	-3.43807205179	3.30540705747	-0.873425659584	0.428117398528	2.00260129072	-1.66449686799	3.73027091576	0.896328866735	1.62379594152	-0.973700846526	2.98455829443	-2.67906746069	1.4200373866	1.7815642762	0.659286510129	3.0959685103	-1.63815624523	3.25758720351	1.96971426525	5.39396571873	2.04347538912	0.362932618303	1.65145258447	1.07812489996	-0.20592550967	-0.305299006459	1.53096735704	0.703991912096	1.14771873947	-1.15003586534	0.195763770018	1.63338411696	-0.83425300676	0.181912492212	2.47492222597	-1.91560682663	4.33965821051	2.26277306033	1.49210827425	-1.176395844	-1.48389844843	-0.380648305589	4.74069857137	-0.985201157804	0.582573317051	-0.829210168792	2.0986076825	-0.276038871214	-0.678575910068	0.465547256299	2.90923479857	-0.351765727351	0.282174441493	0.893381297642	1.26920194636	2.92321611473	0.79494186297	-0.973515150306	-1.50380421018	-0.899789120573	2.87336315111	-2.87875929571	-0.675794925608	1.84628414656	-2.15777109408	-1.47361150918	2.71752496589	0.580858345705	-2.38312880343	1.52652467839
FOXO3	TF_Activity	2.05562028983	3.26683790781	-2.24894801415	0.120715924968	0.534558146454	1.90699268557	-1.64459811868	0.666194582647	-0.0258805918072	2.55589437079	2.71555162566	2.37062761457	2.23439045542	3.49839463725	0.519144506133	2.27684209611	-2.61823247521	-0.124955211237	-2.55901200408	2.04391473324	-2.66923659953	0.0382044180744	0.0491322491336	-0.287322905478	0.122214504579	0.759972239517	3.62738488647	0.413552439398	-4.26974495179	0.444016022106	2.28666087338	-2.13658499423	1.54695409397	-1.7431275899	-1.14881599518	1.22116782859	0.191048421875	0.571969655088	1.8323755642	2.56374288004	-1.0515444261	-3.64574565783	1.08871943	-0.0642997985469	-1.83498807101	1.25396571942	-1.72660342448	-1.10941937316	-0.878061449464	-1.69887293966	2.86996903477	0.0670942864997	1.17297356745	-1.59555472824	0.431031413734	2.83108758755	-1.7812541502	-1.58804554166	0.425964069471	-3.14306425452	1.81581488942	0.942954591669	2.16943594206	-4.37435346757	-0.503285300625	0.281156583317	-0.526071152711	-0.735007002496	0.791925228232	1.19235695872	-4.14098541336	-2.10920080309	2.96011235679	1.08367511057	2.39614618517	1.64232197048	3.25303471329	-0.137122753559	-0.36633169208	2.00070904482	-2.10343109244	1.09260564123	-0.979441656925	1.27594892059	0.620257261398	0.357966546305	-3.5800893801	2.58881644622	2.57958202063	-4.63495701014	0.334016255312	-1.18741199143	-2.87994396053	0.0831860407615	-6.05882131731	0.122310254938	0.669824260878	-3.44946049657	0.662320482656	-0.367889777232	0.396550385475	-0.148405678135	-0.550951367341	-1.15160646291	2.03412260054	-3.301440711	4.28716863184	-0.161482397118	-1.38469315808	0.755978158608	-1.67254178732	2.1820154235	3.83595291671	1.45279817089	0.0176129568306	-0.215637488529	0.258696924782	0.438390647596	-2.58976602103	-2.81212424814	1.24186745276	2.41662873009	-3.6152185011	2.52433274517
FOXO1	TF_Activity	1.65810258822	3.38272114782	-0.155730348531	-0.653497720591	-0.616602663691	2.21785236288	-0.958070443106	-2.16684298951	-2.5153133381	-1.41397704993	-1.49334256805	-0.109064888097	0.775903273957	1.64759750427	-0.439199042349	2.7211564871	-0.943332114554	3.50152808854	-2.5604815676	-1.03638412824	0.493710521495	-0.554628126227	1.89911913681	0.613278728948	2.27969306176	2.91364609222	1.64724166789	0.670312472487	1.13411030949	1.49707290067	1.16205061548	-0.811599592391	-0.304815748245	2.10770712409	-3.29041961492	-0.635167605652	-0.000292913370606	-2.45918808728	1.93981212334	1.78410573178	-0.12641306964	1.38700933484	2.33768721753	1.02715533964	0.825820804154	-2.05331820621	-0.195036750204	-3.95625021288	-1.20006228379	1.4887545373	0.00979553353182	-2.21264249296	2.66520795088	-3.9159430177	-4.85698497643	-0.865300089948	-2.02949780188	-1.44333082995	1.07070498016	0.974511154136	0.579389900676	1.10993599525	0.657757208926	0.0728743658695	1.47679558785	-3.15092480895	0.741646200704	2.51552339712	-1.6267790446	2.62518448453	0.603496758617	1.12799185798	-1.52584289211	2.42989624614	2.17538918068	-1.04052656415	1.71358026988	0.275591027295	-4.60635598182	1.83346243505	2.36394671636	1.07391857439	-1.09136269626	-1.49347125245	-3.80927500952	-0.545146813553	-1.4313670761	-0.465392365513	1.13993455078	2.45702948163	0.582459077309	1.04966731418	4.27390134859	-3.46393014353	1.52458995744	-3.67466439518	2.72626118179	2.49304262576	1.91143941604	1.3108581844	2.14596147664	0.649227285255	-3.18604279445	-0.479437281155	1.69537090609	1.36383113838	-0.502762786689	1.26778530997	-0.650857901851	-0.592079114782	1.85491374338	-2.89806133278	2.09594634176	-0.278599461169	4.36156955408	1.85672102689	-2.25645426412	2.24569804757	-3.47455243696	-1.6458518918	0.626788836518	1.69925622532	-1.91902906903	3.11272851001
CRTC2	TF_Activity	-1.64366038556	1.04017827026	-2.5113318813	-2.12454077204	1.22541057079	-0.657868260604	2.95387621228	-3.26513138615	-0.618709144233	0.175799927645	-2.01957821677	-1.24818531363	-1.59503244039	1.30011141846	1.71186201597	0.291524954396	2.29160286837	2.65020801384	1.70162649186	-2.33923942221	-0.483800805028	-2.28948742239	3.01035329565	-2.37465337632	0.672626668767	3.54647714933	2.03787513947	1.87715961706	-0.503940709843	0.931669504777	1.13403660119	0.132882933027	1.65885701153	1.63711489637	-1.89410852083	-1.05467663442	-3.78096556241	-0.920615625664	1.58729175877	1.34078743373	3.96710932181	3.76830082037	0.114857565446	1.0510638669	0.319738760607	-2.88931155441	1.3129094979	0.452173227049	-2.66281802402	1.9177206378	0.693820408944	1.24660879475	2.71126069683	1.97943167376	-1.17605904809	1.08459719928	-1.86936360253	1.19008132049	2.31325933984	-3.30668616121	1.18723147977	2.59968567051	2.75821171718	-2.30101480339	2.19219917054	1.13477634284	-1.46816991411	0.0900968367019	1.69040048292	-1.17591073845	-4.34882338039	1.85898704926	-0.134389327012	0.771590906887	2.00980074262	0.518205485632	-0.962253592751	1.5398453807	0.367145951305	0.397641856163	0.456258953221	-1.57109598216	1.51186726412	1.70329410385	2.60909625767	0.21644744718	-1.47627994546	2.58463779345	1.20469840255	-4.8135774409	-0.370764057655	1.01267984864	-0.531667618845	-0.548326570891	-2.789657387	0.511209058264	-1.40417592651	-4.60382715287	2.04470350325	1.209558973	2.01978815915	-1.82835314011	0.629656390917	0.368568451217	1.46971161993	-4.07997341428	6.09774426121	-2.99475537031	-2.12303938171	-0.555087320083	-1.85212436207	-3.02343627048	1.95709449791	0.99915770677	-0.781272669271	-3.61837894556	0.229353206815	0.0545281259626	-0.094747933638	0.507379118541	-1.37998398292	0.222441917424	-2.70456932167	1.84635714865
FOXO4	TF_Activity	-3.087176371	4.93465980966	-6.4447264954	-3.36415399125	0.636263847365	6.40815828742	2.72824985688	-5.68423325224	-4.00664159817	3.82748603836	0.414574712303	-2.43692978713	-2.13980538254	1.06498156964	2.66955682498	5.16007490164	-3.53023218267	4.93435364958	-5.17632600472	-0.926304339493	0.0718929185221	5.12988512238	3.20139069417	3.59488342328	2.22667882536	5.09515210994	4.6855558121	3.68797892564	0.0571447856121	3.9080038303	2.96796914159	-2.74086208019	2.8902131824	2.70644957398	-3.41464672058	-7.64850167698	-7.37258922424	-3.43171634517	4.50560800773	2.70327016773	-0.343559148506	4.47481214583	-2.54439567843	4.19887319185	1.77841843205	1.83677644394	-2.57688501499	-2.79801245668	-4.76557577955	2.50439591084	4.10738698349	-4.99709812908	4.05229593941	-3.58725329974	-4.06365042235	1.7877066435	-4.83140175603	5.79995415738	1.84470001741	0.607337467867	4.59843496996	3.99510301762	2.8950148216	1.13130312496	2.48019388602	-4.83965726915	2.76106531784	3.30433202276	3.78778335901	1.47140254932	-0.216963019088	5.03309453595	4.33994776191	6.16848835039	4.5695778311	-0.665425923934	1.99858189609	1.26388928911	-1.49907962633	2.29049529286	2.5249981987	-0.375888570447	5.59850997231	-1.48045882529	2.84138258824	4.35304795195	-3.49133737271	5.25710389014	5.64899746996	-0.983040893387	3.4546711126	3.99816016287	2.69293494126	-4.19467231695	-1.68272698748	-1.15266034028	7.91765278064	-1.16620159525	3.44806885984	-0.631267837873	4.23266435855	-2.05547680733	-5.1714111793	-2.12898082534	3.89635534763	-1.36599598303	5.30995305663	2.63756046837	1.49639414165	2.3562610263	-1.27922038645	-7.44019710043	0.853181826173	-2.54878091749	5.68285794498	-4.00965320402	-1.48465570533	5.20714868085	-2.8549269178	-4.6640294343	0.0184947124314	-0.349176740788	-5.67989172189	4.47532511037
CREB3L2	TF_Activity	0.995273215255	-2.1975100613	4.05777097316	-3.63553305029	1.55516329683	0.884122497265	-1.76685487602	4.89212827051	-0.163175807433	0.759764488804	0.29390169878	3.06375554076	0.581010813209	-0.129339207107	-3.05524753517	-2.67291670858	6.13394835572	-1.01992760153	2.91480839246	0.311033381942	3.52067516527	-1.67831178461	-2.87056477887	-4.93016568706	1.80613624273	-4.10787012357	0.406880614928	-1.00675553027	-2.18188253141	2.57683464895	0.487001904954	1.94132852634	1.86474328561	-4.0720255945	-0.83569939123	2.61760153751	4.64303191439	1.00368544679	1.0295231923	-0.686849844018	2.48214598113	-2.89721306794	1.86935061737	-0.0401975401288	-2.87196608755	-3.76885870285	4.70224122801	-0.512177045994	-0.177111279324	-3.38619487272	0.845870053954	-0.474310486471	-0.856643992323	-1.56306252579	-1.66169333003	-0.0879551482523	3.21377206621	-2.1510429627	-0.735357176731	1.73856073269	-2.80909526785	3.29078599076	-2.04812250779	-1.64030681571	-1.25603146652	0.886574445251	-2.9661274828	2.79681066384	1.12996351742	-0.264865775665	-0.200222012927	-3.74746096419	-2.26893952752	0.646657053987	-0.158163276176	2.70649473401	0.0163748483892	-3.71376954884	-0.77026485435	0.890768783448	1.02436865311	1.2802460378	-4.99185708647	-0.950444967147	-2.96386667392	-1.66771724062	-0.405406677909	-3.55145994595	-1.01142630629	0.464762385813	-2.32422986427	-3.39797586691	0.222529051824	-0.368496534211	-0.956918135127	-1.05673651776	-1.5961970852	-0.712145624116	-1.21466956229	0.837502111764	-1.32134943812	2.17102725633	-2.0677111576	0.360309036676	-1.26927845522	0.864633891762	-2.44741642049	-3.42032651406	-4.66781816537	-2.69032601776	1.26055357796	1.8497295501	-0.508168966706	1.21379212943	0.192323014324	4.50124158825	-3.75007922721	1.09361008113	-3.18564875467	3.79070012226	-1.46273649179	0.469991774427	-4.50135607216	1.20533700273
STAT3	TF_Activity	-0.111793484378	-1.35918173446	-1.24190870111	0.0658078858268	0.579220180478	0.670549881465	1.52375556658	-0.475074577484	-1.82970340197	1.96596326048	-1.88360316407	-0.64235892505	0.945231637719	0.61163578471	-1.2500908885	0.137238611355	0.337436204276	0.631701826111	-2.29427938542	0.330480557041	1.81630615641	-0.489497054565	0.243909705615	-1.45673659299	-0.0229627309461	-0.94328268088	0.326093843684	-2.59731069451	-2.05041654502	0.841553224092	0.77677052022	2.23898138072	1.24664807463	-0.206687340672	0.680162216236	-0.435005642873	1.90701865212	-0.443222135307	-1.17547008336	-0.424231224062	1.49651815423	1.53175170403	0.801703988564	1.14310779831	2.03591638803	-0.314376726368	0.76063750213	-1.18228682546	-0.722840849836	-0.530355627699	0.0471237790583	-0.313081159945	0.379471439919	-1.27370132918	-1.37866823352	0.296487324636	-0.746752407095	0.528505485016	0.0443004550587	0.454128902599	-0.271054681745	1.32023890903	-1.86199339846	-0.705182553535	-0.542888135243	-1.85993705752	-0.645812292252	3.1254552496	2.54148937858	0.860293133539	-1.49510309877	-0.956082578417	0.0889158859119	0.289905133291	0.428475780219	-0.185348769552	-0.706554443721	0.536566417175	-0.624996179525	-0.169741859013	1.27971068082	4.07678509026	0.323640488524	0.832316959104	0.334042856725	0.319564024358	0.503656568646	-1.58756311807	0.56687294951	-0.730493770089	-1.32408161965	-1.04500558909	2.60842565144	-0.582186998045	-1.70850575012	0.248168589538	-0.465340756393	0.462284469139	-0.469268355083	0.448953697132	0.240810421787	0.545462475517	-0.594453654073	-0.307624898464	-0.561491395386	2.94179194834	-1.44600556141	-0.339014584851	-2.73857390637	0.71020930581	1.1502444227	0.790307772003	-1.61831484439	-0.456168764536	0.71641528998	-0.860564836056	0.788855619051	-0.471524140094	0.446553665234	-0.235069671545	-0.771775410213	-1.1098309975	-0.116571179406	1.38289893658
ATF2	TF_Activity	1.91690558366	-2.05174549579	0.00501652583587	-3.27688288761	-0.9403860212	0.58340485784	-2.34479852057	3.86240425604	0.962711421504	-0.826403318293	-1.76864843716	0.566579166405	4.14590524194	2.69895472108	-2.3574904888	-0.208510965361	2.04563499832	0.401716848405	-1.55912730302	0.858055977686	3.55262253971	0.989173112696	-0.749551911769	-0.997021498529	6.97335615927	-2.65917804288	0.940410431014	0.875821748177	-8.24979070645	0.355866254946	0.621494597693	1.92954978132	-1.87732215894	-4.76437111961	-0.788559902691	-0.102477688211	3.95587478994	1.97454340848	3.02961855002	2.99957018276	0.146924623952	-0.884103166717	4.7937820409	1.1572658253	-0.953364255112	-2.21274975332	-1.26964965667	-0.903605889586	0.03923763597	1.15003679843	1.95505088875	-0.02418462481	1.26199577449	0.0110973738801	-3.82580802363	3.73231128791	3.27186976048	-2.29369562004	-2.30228108154	1.8511690101	-0.235288315282	1.91605918873	0.672198564443	-4.0078895436	2.94462916501	2.04407395415	-1.85115253173	4.16481522794	0.079942097812	2.77652443036	-3.6626977363	-0.61016443616	1.65061011922	1.03130675812	1.68027112745	2.29676011965	-1.42131303112	-0.251805403354	-4.35957668408	0.114941098162	-0.820826976413	0.725085955193	-2.62520784761	-2.49427842347	-2.98819950673	0.325135399866	-0.475273354784	-1.56084619404	-0.628762882927	-0.967850853784	-2.2610478061	-1.25608821262	3.44449812599	0.38253221409	-4.40319936872	0.233939958514	1.32689639584	-1.23468237156	-0.515207824637	-1.53255752997	-2.64174630076	0.805358020509	-0.37257211914	-1.77453663479	1.76030905829	1.62114647202	-0.786180300085	-2.25217352258	-5.4571967726	-3.5252860157	-0.870281620603	1.680779601	-4.26646502717	3.22647899569	1.64899648199	2.14909206263	-3.20154433536	0.923570851982	-3.30857335964	-0.315142420276	3.89494685472	1.37881213557	-3.07726606675	3.66348227236
