Name	Regulon	Size	NES	p.value	FDR	Ledge
5076	5076	38	-1.75	0.08	0.277	168544, 525, 54681, 3899, + 14 genes
51621	51621	139	-1.75	0.08	0.277	64759, 2055, 7094, 2137, + 51 genes
54856	54856	63	-1.75	0.08	0.277	4660, 8394, 23126, 98, + 26 genes
57688	57688	50	-1.75	0.08	0.277	5581, 64375, 64848, 3418, + 22 genes
57711	57711	33	-1.75	0.08	0.277	163131, 55335, 8659, 2796, + 12 genes
5991	5991	41	-1.75	0.08	0.277	6820, 23081, 55870, 84975, + 11 genes
6909	6909	87	-1.75	0.08	0.277	9478, 7342, 9266, 91373, + 27 genes
7227	7227	182	-1.75	0.08	0.277	9730, 528, 26060, 51366, + 53 genes
7692	7692	128	-1.75	0.08	0.277	6238, 441151, 27069, 10015, + 39 genes
7716	7716	118	-1.75	0.08	0.277	26273, 11143, 54828, 8526, + 63 genes
80709	80709	200	-1.75	0.08	0.277	11184, 923, 28978, 9643, + 70 genes
9204	9204	60	-1.75	0.08	0.277	64769, 2987, 728621, 9108, + 18 genes
9338	9338	111	-1.75	0.08	0.277	5564, 1191, 79083, 27124, + 34 genes
9988	9988	161	-1.75	0.08	0.277	5387, 10793, 154881, 7442, + 87 genes
11016	11016	64	-1.81	0.07	0.262	51776, 347344, 7402, 22827, + 28 genes
131096	131096	69	-1.81	0.07	0.262	2998, 57018, 2550, 23163, + 22 genes
1389	1389	240	-1.81	0.07	0.262	51646, 3898, 5211, 79047, + 60 genes
1831	1831	43	-1.81	0.07	0.262	993, 1153, 25803, 790, + 6 genes
253461	253461	187	-1.81	0.07	0.262	9236, 55794, 1962, 22807, + 81 genes
285267	285267	114	-1.81	0.07	0.262	9967, 957, 51020, 2803, + 34 genes
285676	285676	49	-1.81	0.07	0.262	22978, 2916, 166647, 8529, + 20 genes
3235	3235	48	-1.81	0.07	0.262	10581, 256949, 2687, 57223, + 17 genes
340554	340554	59	-1.81	0.07	0.262	79633, 11278, 154881, 50839, + 28 genes
389114	389114	35	-1.81	0.07	0.262	10420, 7570, 58488, 11099, + 12 genes
4661	4661	182	-1.81	0.07	0.262	54332, 55859, 55251, 54681, + 79 genes
4772	4772	62	-1.81	0.07	0.262	113791, 3707, 57597, 56, + 17 genes
5178	5178	83	-1.81	0.07	0.262	6327, 90485, 10635, 5723, + 18 genes
55063	55063	101	-1.81	0.07	0.262	25809, 55693, 2053, 1489, + 49 genes
57547	57547	67	-1.81	0.07	0.262	4793, 51647, 253959, 11333, + 16 genes
7730	7730	27	-1.81	0.07	0.262	55769, 3422, 440515, 25827, + 5 genes
7741	7741	31	-1.81	0.07	0.262	389856, 5209, 6279, 80317, + 9 genes
80034	80034	42	-1.81	0.07	0.262	4921, 5139, 5896, 7798, + 25 genes
84225	84225	161	-1.81	0.07	0.262	9940, 57048, 10045, 7133, + 46 genes
90485	90485	47	-1.81	0.07	0.262	1185, 79652, 388569, 81552, + 24 genes
9095	9095	124	-1.81	0.07	0.262	3707, 5051, 175, 51560, + 42 genes
9666	9666	57	-1.81	0.07	0.262	23522, 8704, 54762, 727, + 29 genes
9753	9753	37	-1.81	0.07	0.262	7402, 54718, 346157, 25957, + 13 genes
10725	10725	101	-1.88	0.06	0.241	375248, 1540, 4205, 79590, + 26 genes
117608	117608	89	-1.88	0.06	0.241	51306, 23398, 641339, 25771, + 36 genes
147807	147807	233	-1.88	0.06	0.241	2960, 10567, 29844, 80148, + 91 genes
149041	149041	51	-1.88	0.06	0.241	54891, 8192, 3617, 23215, + 20 genes
161882	161882	35	-1.88	0.06	0.241	23211, 3727, 80097, 10265, + 11 genes
1628	1628	81	-1.88	0.06	0.241	79446, 81558, 6253, 55260, + 56 genes
26152	26152	140	-1.88	0.06	0.241	55036, 90204, 64427, 5604, + 70 genes
28999	28999	115	-1.88	0.06	0.241	1408, 64344, 6713, 2878, + 27 genes
4089	4089	82	-1.88	0.06	0.241	10152, 114876, 9331, 2531, + 27 genes
4901	4901	102	-1.88	0.06	0.241	6868, 64682, 6638, 55212, + 33 genes
5462	5462	47	-1.88	0.06	0.241	9276, 26750, 55020, 6294, + 15 genes
57677	57677	92	-1.88	0.06	0.241	30850, 51164, 23116, 987, + 52 genes
6663	6663	441	-1.88	0.06	0.241	4025, 25891, 361, 29842, + 149 genes
7695	7695	38	-1.88	0.06	0.241	8974, 126070, 7766, 2584, + 10 genes
84913	84913	204	-1.88	0.06	0.241	1036, 2917, 3316, 25891, + 86 genes
90987	90987	69	-1.88	0.06	0.241	51206, 23491, 100129482, 55769, + 15 genes
7776	7776	89	-1.96	0.0497	0.217	23389, 23131, 23285, 55870, + 26 genes
7629	7629	86	-1.97	0.0494	0.216	4247, 115703, 5498, 114327, + 46 genes
1523	1523	116	-1.97	0.0493	0.216	26298, 5608, 10284, 7127, + 42 genes
4204	4204	161	-1.97	0.0489	0.216	64375, 1185, 63035, 23152, + 89 genes
4656	4656	69	-1.97	0.0489	0.216	5819, 10973, 84612, 3983, + 17 genes
5925	5925	163	-1.97	0.0487	0.216	8208, 7095, 64422, 898, + 44 genes
1387	1387	57	-1.98	0.0474	0.214	51002, 55870, 26048, 5805, + 21 genes
152485	152485	27	-1.99	0.0468	0.212	5978, 8924, 84162, 125058, + 10 genes
8522	8522	207	-1.99	0.0466	0.212	886, 4035, 25854, 50512, + 92 genes
57798	57798	80	-1.99	0.0465	0.212	55253, 85865, 22976, 10142, + 38 genes
84327	84327	34	-2	0.0457	0.209	80777, 80011, 10499, 9392, + 6 genes
57496	57496	237	-2	0.0453	0.209	373, 152185, 54332, 64848, + 103 genes
124411	124411	88	-2.01	0.0449	0.209	94134, 331, 23246, 23481, + 27 genes
340385	340385	75	-2.01	0.0449	0.209	10188, 57089, 63935, 9684, + 23 genes
4899	4899	97	-2.02	0.0437	0.206	1230, 1536, 9276, 999, + 34 genes
130557	130557	103	-2.03	0.0424	0.203	6804, 80161, 9112, 6433, + 43 genes
1052	1052	58	-2.03	0.0423	0.203	80148, 57446, 10664, 100130958, + 25 genes
84914	84914	67	-2.03	0.0423	0.203	23389, 57099, 11059, 10818, + 22 genes
118490	118490	138	-2.04	0.0417	0.202	55056, 6165, 2957, 6218, + 69 genes
6926	6926	89	-2.04	0.0411	0.2	57715, 7498, 9537, 8556, + 42 genes
286075	286075	57	-2.04	0.0409	0.2	66036, 9684, 1877, 79716, + 19 genes
51043	51043	136	-2.05	0.0401	0.197	5652, 27113, 435, 6097, + 58 genes
55769	55769	84	-2.06	0.0395	0.195	3312, 155060, 4878, 26013, + 21 genes
7592	7592	29	-2.07	0.0386	0.193	55285, 80142, 54512, 538, + 14 genes
60529	60529	72	-2.07	0.0381	0.191	1956, 10190, 375057, 6921, + 29 genes
285349	285349	48	-2.08	0.0379	0.191	7402, 79834, 9144, 51021, + 20 genes
57473	57473	119	-2.08	0.0379	0.191	11190, 9689, 3075, 8242, + 55 genes
135935	135935	30	-2.08	0.0379	0.191	26285, 2566, 85294, 1406, + 3 genes
128553	128553	198	-2.08	0.0376	0.191	127703, 9737, 116496, 9194, + 65 genes
863	863	117	-2.08	0.0373	0.191	29948, 57731, 730, 92558, + 35 genes
9044	9044	101	-2.08	0.0371	0.191	51024, 8818, 4708, 9880, + 25 genes
643719	643719	44	-2.09	0.0369	0.191	55859, 4056, 57644, 55233, + 18 genes
23090	23090	177	-2.09	0.0368	0.191	185, 9201, 10129, 9737, + 76 genes
3232	3232	31	-2.09	0.0365	0.191	4855, 51380, 23015, 6843, + 18 genes
80149	80149	92	-2.09	0.0363	0.191	7124, 23218, 23309, 55350, + 40 genes
57683	57683	32	-2.1	0.0356	0.188	23332, 23710, 29767, 283871, + 11 genes
6911	6911	44	-2.1	0.0356	0.188	27076, 84148, 146542, 8448, + 14 genes
51341	51341	156	-2.1	0.0353	0.188	4298, 146691, 4507, 23007, + 87 genes
4213	4213	126	-2.11	0.0352	0.188	10827, 25800, 991, 224, + 45 genes
63925	63925	99	-2.11	0.0349	0.187	11129, 55661, 23163, 60625, + 41 genes
9139	9139	78	-2.12	0.0344	0.186	22884, 23054, 9988, 60625, + 31 genes
284309	284309	79	-2.12	0.0341	0.185	7572, 7378, 706, 91746, + 38 genes
23503	23503	52	-2.12	0.034	0.185	56252, 8650, 5926, 9878, + 11 genes
29994	29994	139	-2.12	0.034	0.185	54891, 9136, 64844, 5563, + 72 genes
55870	55870	131	-2.12	0.0337	0.185	23528, 7158, 23215, 51693, + 51 genes
4861	4861	172	-2.12	0.0337	0.185	9787, 80023, 54903, 54681, + 84 genes
7745	7745	135	-2.13	0.033	0.183	9972, 10114, 151230, 1351, + 57 genes
282890	282890	53	-2.14	0.0325	0.182	6293, 81789, 23361, 10096, + 17 genes
4152	4152	67	-2.14	0.0323	0.182	11034, 6185, 9489, 65258, + 34 genes
89887	89887	87	-2.16	0.0312	0.178	147912, 57513, 29924, 10949, + 38 genes
7691	7691	31	-2.16	0.0308	0.176	23492, 4036, 5689, 3752, + 13 genes
57459	57459	75	-2.17	0.0304	0.174	81609, 6894, 55607, 3664, + 43 genes
90594	90594	49	-2.17	0.0303	0.174	25957, 441151, 100129482, 25813, + 18 genes
64375	64375	62	-2.17	0.0302	0.174	5701, 51142, 84162, 23423, + 19 genes
7569	7569	61	-2.17	0.0302	0.174	55592, 23126, 64172, 6103, + 32 genes
9541	9541	74	-2.17	0.0299	0.174	10199, 25847, 5000, 7507, + 29 genes
7582	7582	35	-2.17	0.0298	0.174	4089, 91746, 114044, 8542, + 15 genes
8456	8456	34	-2.17	0.0298	0.174	84612, 58513, 2625, 6337, + 6 genes
163115	163115	31	-2.17	0.0298	0.174	55056, 6843, 9737, 9452, + 13 genes
252884	252884	229	-2.18	0.0295	0.174	4904, 26040, 3899, 6103, + 95 genes
5916	5916	120	-2.18	0.0294	0.174	10188, 171546, 55711, 5144, + 45 genes
51351	51351	41	-2.18	0.029	0.174	79819, 10110, 578, 7594, + 23 genes
22807	22807	78	-2.18	0.0289	0.174	3607, 7592, 22907, 4830, + 16 genes
84527	84527	52	-2.19	0.0286	0.173	1366, 5709, 4830, 23360, + 14 genes
6776	6776	151	-2.2	0.0281	0.171	79686, 9672, 6843, 80216, + 68 genes
4782	4782	86	-2.2	0.028	0.171	5393, 10983, 9231, 51499, + 29 genes
163049	163049	120	-2.2	0.0278	0.171	79939, 54891, 8933, 10114, + 51 genes
54816	54816	156	-2.2	0.0277	0.171	776, 9775, 54893, 79080, + 64 genes
387332	387332	29	-2.22	0.0267	0.168	83259, 4994, 54825, 1129, + 7 genes
4093	4093	72	-2.22	0.0263	0.168	283871, 6397, 9420, 636, + 16 genes
115196	115196	60	-2.24	0.0252	0.162	8498, 113178, 84939, 1938, + 41 genes
79191	79191	31	-2.25	0.0248	0.161	3280, 53635, 147912, 3344, + 13 genes
9726	9726	108	-2.25	0.0244	0.16	11273, 23361, 56957, 8454, + 43 genes
139735	139735	61	-2.26	0.024	0.159	7094, 6299, 27333, 9218, + 19 genes
56917	56917	224	-2.26	0.024	0.159	9236, 53635, 9091, 29080, + 107 genes
51385	51385	169	-2.26	0.0239	0.159	9866, 11015, 9289, 51281, + 72 genes
9572	9572	25	-2.26	0.0238	0.159	7067, 284001, 2886, 93210, + 5 genes
53349	53349	228	-2.26	0.0236	0.159	55110, 60487, 11339, 3752, + 90 genes
147948	147948	38	-2.28	0.0227	0.158	11122, 1740, 3301, 79901, + 14 genes
389524	389524	91	-2.28	0.0224	0.158	9377, 5046, 5347, 1033, + 47 genes
55929	55929	128	-2.29	0.0223	0.157	4595, 51593, 102, 79058, + 36 genes
2004	2004	211	-2.29	0.022	0.157	3685, 5719, 51776, 10293, + 93 genes
79192	79192	129	-2.29	0.0219	0.157	25777, 6622, 9672, 81029, + 50 genes
54581	54581	157	-2.3	0.0217	0.157	4636, 51281, 9988, 55108, + 69 genes
9278	9278	66	-2.3	0.0215	0.157	421, 10667, 57827, 6048, + 35 genes
339488	339488	120	-2.3	0.0213	0.156	6429, 7009, 79156, 9651, + 55 genes
84874	84874	66	-2.31	0.021	0.156	9988, 4548, 9851, 1650, + 31 genes
54753	54753	187	-2.31	0.0209	0.156	4987, 2260, 63935, 11339, + 73 genes
27287	27287	190	-2.31	0.0208	0.156	1185, 6035, 259173, 4035, + 92 genes
26959	26959	119	-2.31	0.0208	0.156	83989, 7004, 146909, 3607, + 41 genes
30812	30812	146	-2.32	0.0202	0.154	3679, 4855, 2324, 363, + 71 genes
6935	6935	417	-2.32	0.0201	0.154	6631, 63934, 10157, 185, + 158 genes
862	862	231	-2.33	0.0199	0.153	80034, 56124, 26108, 1740, + 73 genes
26137	26137	31	-2.33	0.0197	0.153	4649, 11214, 4026, 146057, + 22 genes
22882	22882	95	-2.33	0.0196	0.153	10420, 51366, 286148, 63923, + 34 genes
2307	2307	109	-2.34	0.0194	0.153	9573, 79652, 4091, 4056, + 56 genes
10902	10902	156	-2.34	0.0192	0.153	54681, 55696, 9538, 1495, + 80 genes
55888	55888	58	-2.35	0.0188	0.152	1033, 10157, 1102, 9737, + 27 genes
5926	5926	173	-2.35	0.0187	0.151	79001, 9136, 9170, 22890, + 75 genes
3726	3726	65	-2.36	0.0185	0.151	7538, 10045, 3727, 9202, + 25 genes
155060	155060	191	-2.36	0.0185	0.151	55208, 23218, 3623, 10487, + 102 genes
7703	7703	79	-2.36	0.0182	0.15	5514, 55692, 80023, 54903, + 36 genes
4335	4335	148	-2.36	0.0182	0.15	51281, 28962, 9851, 23140, + 64 genes
23211	23211	69	-2.36	0.0181	0.15	23403, 8861, 23636, 9667, + 36 genes
7586	7586	98	-2.37	0.018	0.15	9648, 55610, 5978, 55972, + 39 genes
26048	26048	225	-2.37	0.0179	0.15	2696, 3483, 9866, 865, + 114 genes
2737	2737	142	-2.37	0.0176	0.15	23446, 1287, 9377, 6297, + 65 genes
2077	2077	61	-2.38	0.0175	0.15	29888, 23152, 8692, 310, + 32 genes
6668	6668	101	-2.38	0.0172	0.15	11014, 81892, 7417, 23131, + 42 genes
4435	4435	115	-2.39	0.0169	0.15	1889, 55635, 9651, 23030, + 59 genes
158800	158800	98	-2.39	0.0169	0.15	3590, 80020, 57644, 55233, + 48 genes
100125288	100125288	174	-2.39	0.0168	0.15	25956, 57644, 64772, 23309, + 75 genes
126069	126069	32	-2.4	0.0165	0.15	9582, 5256, 83989, 64921, + 11 genes
284391	284391	115	-2.4	0.0165	0.15	776, 25907, 54893, 55110, + 53 genes
7008	7008	82	-2.4	0.0164	0.15	84271, 80308, 113791, 10280, + 34 genes
4306	4306	77	-2.4	0.0163	0.15	9737, 9936, 57405, 114876, + 30 genes
26013	26013	206	-2.41	0.0161	0.15	55208, 3623, 23492, 26206, + 113 genes
604	604	75	-2.41	0.016	0.15	7846, 79901, 51435, 79152, + 25 genes
3299	3299	147	-2.41	0.0158	0.15	4034, 54971, 1877, 7593, + 57 genes
284346	284346	51	-2.42	0.0156	0.148	57048, 11177, 51012, 23474, + 24 genes
221785	221785	71	-2.45	0.0143	0.14	23177, 55610, 54499, 3434, + 30 genes
126068	126068	54	-2.45	0.0142	0.139	10785, 23481, 7004, 5211, + 23 genes
140685	140685	186	-2.45	0.0141	0.139	29922, 8844, 55160, 4709, + 72 genes
100271849	100271849	81	-2.46	0.014	0.139	90379, 2100, 51548, 56928, + 30 genes
100130086	100130086	137	-2.46	0.0138	0.138	9019, 728661, 10156, 222161, + 73 genes
3090	3090	364	-2.47	0.0137	0.138	256949, 5662, 3491, 57048, + 125 genes
4066	4066	366	-2.47	0.0137	0.138	5345, 57140, 5422, 51663, + 132 genes
92999	92999	282	-2.47	0.0135	0.138	26271, 4776, 35, 4001, + 128 genes
283337	283337	134	-2.47	0.0135	0.138	6601, 29982, 2317, 8724, + 60 genes
7700	7700	76	-2.47	0.0134	0.138	10902, 728621, 100129482, 253959, + 35 genes
9877	9877	84	-2.48	0.0133	0.138	51094, 23126, 8443, 152185, + 41 genes
4092	4092	42	-2.49	0.0129	0.137	2531, 2736, 191, 11240, + 22 genes
253639	253639	99	-2.5	0.0125	0.136	10902, 728621, 93, 1727, + 29 genes
5241	5241	250	-2.5	0.0125	0.136	10266, 7031, 3899, 866, + 103 genes
7182	7182	138	-2.5	0.0123	0.136	54891, 10114, 22921, 55209, + 60 genes
169841	169841	121	-2.5	0.0123	0.136	25956, 55335, 9377, 51351, + 71 genes
29800	29800	187	-2.51	0.0122	0.136	10733, 10112, 11177, 79733, + 99 genes
146540	146540	157	-2.52	0.0118	0.135	25956, 645644, 10294, 10109, + 79 genes
146542	146542	442	-2.52	0.0117	0.135	9351, 9091, 64284, 55663, + 194 genes
153222	153222	476	-2.53	0.0114	0.133	10245, 51020, 5689, 5119, + 238 genes
84547	84547	97	-2.54	0.0111	0.133	29119, 55859, 2245, 3899, + 44 genes
4297	4297	98	-2.54	0.011	0.133	22807, 10114, 9354, 6314, + 51 genes
7769	7769	31	-2.55	0.0108	0.133	55765, 813, 10443, 6430, + 12 genes
3233	3233	45	-2.55	0.0106	0.132	1653, 2547, 4733, 26249, + 15 genes
257	257	122	-2.56	0.0104	0.13	7862, 23492, 29842, 57710, + 54 genes
7761	7761	102	-2.57	0.0103	0.13	5046, 6297, 7158, 8140, + 47 genes
8856	8856	67	-2.57	0.0102	0.13	9095, 2796, 55138, 25830, + 23 genes
10365	10365	139	-2.57	0.0101	0.13	113791, 256949, 10411, 7705, + 53 genes
473	473	126	-2.57	0.0101	0.13	9866, 9670, 55108, 11124, + 51 genes
55663	55663	396	-2.57	0.01	0.13	55233, 9091, 64284, 5498, + 182 genes
200350	200350	49	-2.58	0.01	0.13	8292, 268, 8710, 55692, + 26 genes
57659	57659	256	-2.58	0.00993	0.13	22905, 9501, 5347, 29078, + 141 genes
8233	8233	53	-2.59	0.00969	0.13	9197, 54960, 80776, 80161, + 26 genes
2625	2625	519	-2.6	0.00933	0.13	63877, 6783, 80023, 54681, + 211 genes
4010	4010	162	-2.6	0.00931	0.13	84253, 2900, 10367, 79973, + 61 genes
2099	2099	445	-2.6	0.00921	0.13	29062, 10884, 4651, 5000, + 159 genes
3104	3104	222	-2.61	0.00902	0.13	83715, 55255, 11129, 155400, + 100 genes
6256	6256	172	-2.61	0.00898	0.13	91373, 20, 8883, 10501, + 60 genes
5989	5989	89	-2.61	0.00895	0.13	147912, 10025, 2872, 23211, + 52 genes
149076	149076	178	-2.62	0.0088	0.13	8325, 2935, 1912, 4803, + 86 genes
284390	284390	121	-2.63	0.00862	0.13	991, 2696, 79973, 9289, + 59 genes
4088	4088	60	-2.64	0.00839	0.13	2099, 5464, 2523, 11057, + 21 genes
1960	1960	81	-2.65	0.00808	0.13	6327, 8353, 8447, 1958, + 25 genes
80108	80108	111	-2.66	0.00782	0.13	81789, 10022, 79801, 1869, + 44 genes
4776	4776	159	-2.66	0.00774	0.13	79816, 10411, 3483, 27032, + 58 genes
64651	64651	119	-2.67	0.00761	0.13	5138, 10411, 10733, 1440, + 62 genes
284459	284459	127	-2.67	0.00751	0.13	1230, 7350, 50515, 10096, + 48 genes
7767	7767	66	-2.68	0.00741	0.13	10780, 163131, 115353, 10181, + 39 genes
1877	1877	157	-2.69	0.00721	0.13	7755, 1487, 64852, 3029, + 79 genes
376940	376940	127	-2.69	0.00719	0.13	10212, 23285, 4234, 80012, + 58 genes
9923	9923	143	-2.7	0.00699	0.13	171546, 23140, 473, 776, + 65 genes
4209	4209	178	-2.7	0.00695	0.13	10411, 7832, 5534, 865, + 116 genes
728656	728656	175	-2.7	0.00694	0.13	9228, 4312, 1063, 9001, + 105 genes
79800	79800	221	-2.7	0.00685	0.13	11127, 776, 54816, 54893, + 121 genes
339327	339327	63	-2.71	0.00664	0.13	1305, 2145, 4888, 26472, + 27 genes
7975	7975	106	-2.72	0.00662	0.13	259173, 50488, 6305, 54476, + 62 genes
5253	5253	117	-2.72	0.00661	0.13	9223, 10549, 51531, 4709, + 57 genes
3223	3223	37	-2.77	0.00567	0.13	81603, 56910, 23165, 10581, + 20 genes
118813	118813	245	-2.78	0.00551	0.13	1355, 63877, 3556, 54681, + 130 genes
6297	6297	151	-2.78	0.0055	0.13	93164, 2900, 112950, 79816, + 70 genes
219654	219654	418	-2.78	0.00544	0.13	83439, 81930, 8322, 9464, + 180 genes
29801	29801	219	-2.79	0.00533	0.13	54971, 9412, 9696, 79786, + 69 genes
283933	283933	162	-2.79	0.00527	0.13	55355, 11137, 6921, 57212, + 84 genes
158399	158399	84	-2.8	0.00504	0.13	8927, 26040, 3800, 6297, + 44 genes
7067	7067	190	-2.81	0.005	0.13	27124, 2145, 6016, 20, + 89 genes
163255	163255	94	-2.83	0.00467	0.13	10157, 7754, 9737, 79919, + 58 genes
57593	57593	185	-2.85	0.00437	0.126	57644, 22981, 55663, 4200, + 86 genes
1746	1746	93	-2.86	0.00428	0.126	23541, 4929, 6338, 641, + 45 genes
91748	91748	85	-2.87	0.0041	0.123	9578, 23232, 5663, 26040, + 44 genes
51222	51222	121	-2.87	0.00408	0.123	10949, 256949, 5662, 10411, + 73 genes
84460	84460	198	-2.88	0.00397	0.123	246243, 10230, 10022, 57019, + 94 genes
4303	4303	262	-2.88	0.00394	0.123	54868, 1653, 8974, 6356, + 124 genes
55778	55778	182	-2.89	0.00387	0.123	8846, 5870, 10487, 26206, + 100 genes
84256	84256	119	-2.89	0.00384	0.123	10948, 29789, 5662, 10411, + 54 genes
6777	6777	226	-2.91	0.00364	0.123	23492, 29842, 11325, 1611, + 117 genes
57643	57643	106	-2.92	0.00345	0.123	112399, 50810, 53827, 5912, + 37 genes
7593	7593	283	-2.93	0.00343	0.123	56928, 83715, 8724, 2696, + 149 genes
79891	79891	111	-2.94	0.00328	0.123	7710, 7371, 55765, 3778, + 42 genes
10608	10608	228	-2.95	0.00315	0.123	4200, 259266, 54503, 5187, + 128 genes
54897	54897	156	-2.96	0.00305	0.123	55108, 79906, 79729, 57212, + 62 genes
4855	4855	191	-2.96	0.00305	0.123	51285, 8534, 890, 2271, + 68 genes
7710	7710	39	-2.98	0.00286	0.123	10157, 3653, 9737, 6694, + 25 genes
100101467	100101467	44	-2.99	0.00276	0.123	23126, 65258, 9295, 728661, + 24 genes
5252	5252	245	-3	0.00274	0.123	2550, 256949, 10411, 10733, + 147 genes
10002	10002	93	-3.03	0.00246	0.123	54807, 51149, 8767, 196993, + 59 genes
23152	23152	303	-3.03	0.00242	0.123	8813, 11062, 80207, 51290, + 153 genes
55634	55634	140	-3.07	0.00213	0.123	80161, 10966, 4680, 641339, + 65 genes
80139	80139	161	-3.08	0.0021	0.123	2245, 3899, 5295, 55107, + 74 genes
7701	7701	109	-3.13	0.00177	0.113	6046, 55339, 10152, 28985, + 44 genes
1487	1487	48	-3.15	0.00165	0.113	51548, 4636, 80097, 26610, + 21 genes
148103	148103	103	-3.17	0.00151	0.11	114327, 4752, 4481, 10181, + 56 genes
166793	166793	177	-3.21	0.00131	0.101	26290, 80161, 4711, 10181, + 91 genes
84449	84449	133	-3.21	0.00131	0.101	25957, 23131, 441151, 9416, + 70 genes
84163	84163	175	-3.22	0.0013	0.101	79801, 1230, 3301, 5382, + 77 genes
162993	162993	58	-3.27	0.00109	0.0981	55173, 9833, 55143, 10963, + 30 genes
219749	219749	96	-3.27	0.00107	0.0981	10471, 22863, 26249, 5499, + 41 genes
55893	55893	164	-3.29	0.00102	0.0981	64834, 79801, 6629, 7350, + 74 genes
57732	57732	281	-3.32	0.000892	0.0981	57731, 81930, 154796, 11321, + 165 genes
79027	79027	46	-3.33	0.000854	0.0981	10157, 5782, 23353, 9988, + 21 genes
147912	147912	94	-3.35	0.000814	0.0981	10848, 996, 7755, 54470, + 53 genes
9658	9658	109	-3.35	0.000812	0.0981	2899, 273, 123803, 3752, + 49 genes
59269	59269	92	-3.4	0.000669	0.0981	10247, 51020, 50809, 6921, + 50 genes
51157	51157	48	-3.47	0.000521	0.0981	51149, 2272, 55681, 7150, + 31 genes
6778	6778	208	-3.47	0.000517	0.0981	6601, 23066, 2696, 5955, + 113 genes
5463	5463	332	-3.51	0.000447	0.0981	11339, 79998, 8572, 8914, + 143 genes
10194	10194	63	-3.55	0.000389	0.0981	6103, 55056, 7572, 11321, + 38 genes
3899	3899	371	-3.57	0.000359	0.0981	5046, 7026, 537, 9501, + 165 genes
643641	643641	182	-3.63	0.000286	0.0981	23218, 23492, 728661, 10487, + 100 genes
51317	51317	130	-3.7	0.000213	0.0981	80216, 8813, 9776, 2222, + 64 genes
